person,speech,date,time
#MR. DARDEN: ,"YOUR HONOR, THE PEOPLE WOULD OBJECT TO THE EXCLUSION OF ANY MEMBER OF THE BROWN FAMILY. OBVIOUSLY THEY HAVE A VERY SIGNIFICANT INTEREST IN THE OUTCOME OF THIS CASE. THEY HAVE AN INTEREST IN HEARING THE TRUTH AND LEARNING THE CIRCUMSTANCES SURROUNDING AND LEADING TO THE DEATH OF THEIR DAUGHTER AND SISTER.HAVING ALREADY SUFFERED THE DEATH OF A DAUGHTER AND SISTER AT THE HANDS OF THE DEFENDANT, I DOUBT THAT THERE IS ANYTHING THAT WILL OCCUR IN THIS COURT TODAY OR OVER THE NEXT COUPLE OF DAYS THAT CAN AFFECT THEM ANY MORE THAN WHAT HAS ALREADY HAPPENED.FURTHERMORE, THEY'VE ALL BEEN INTERVIEWED FOR THE MOST PART; THAT IS, THOSE THAT ARE GOING TO BE TESTIFYING AT TRIAL. THE INTERVIEWS WERE TAPED. COUNSEL HAS TRANSCRIPTS. I THINK THEIR POSITIONS ARE ALREADY SET IN STONE VIRTUALLY.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"ARE THERE ANY -- DO YOU INTEND ON CALLING ANY MEMBERS OF THE BROWN FAMILY AS WITNESSES AT TRIAL?
","JANUARY 11, 1995 ",9:05 A.M.
#MR. DARDEN: ,"YES, YOUR HONOR.WE INTEND TO CALL JUDITHA BROWN, NICOLE BROWN'S MOTHER, WE INTEND TO CALL DENISE BROWN, AND I DON'T BELIEVE WE WILL BE CALLING ANY OTHER MEMBER OF THE FAMILY AT THIS POINT, NOT IN OUR CASE IN CHIEF.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"I SEE ONLY DENISE BROWN IN THE COURTROOM TODAY.
","JANUARY 11, 1995 ",9:05 A.M.
#MR. DARDEN: ,"THAT'S CORRECT. MRS. BROWN ISN'T HERE TODAY.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"ALL RIGHT.MR. UELMEN.
","JANUARY 11, 1995 ",9:05 A.M.
#MR. UELMEN: ,"YOUR HONOR --
","JANUARY 11, 1995 ",9:05 A.M.
#MR. DARDEN: ,"I'M SORRY.WE INTEND TO CALL DOMINIQUE BROWN ALSO, AND SHE IS PRESENT.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"ALL RIGHT.
","JANUARY 11, 1995 ",9:05 A.M.
#MR. UELMEN: ,"WHAT WE'RE HERE TO LITIGATE IS WHETHER MR. SIMPSON COMMITTED THESE MURDERS AND TO PREMISE THE OPPOSITION TO THIS MOTION ON THE ASSUMPTION THAT THAT IS IN FACT -- WHAT TOOK PLACE IS UNWARRANTED.WHAT WE'RE CONCERNED ABOUT HERE IS NOT THE INTEREST OF ANY PARTICULAR WITNESS OR FAMILY MEMBER IN THIS CASE, BUT THE INTEREST OF JUSTICE AND THE RIGHT OF THE DEFENDANT TO ENSURE THAT THE WITNESSES WHO ARE TESTIFYING WILL NOT BE INFECTED BY THEIR PRESENCE IN PROCEEDINGS THAT RELATE DIRECTLY TO THE SUBSTANCE OF THEIR TESTIMONY.I MEAN THE WITNESSES WHO MR. DARDEN HAS ENUMERATED ARE THE VERY WITNESSES WHOSE TESTIMONY WE'RE GOING TO BE ARGUING ABOUT IN TERMS OF ITS ADMISSIBILITY. AND I THINK IT'S A LEGITIMATE AND FAIR CONCERN OF ANY DEFENDANT IN A CRIMINAL CASE THAT THOSE WITNESSES NOT BE INFECTED BY, IN EFFECT, LISTENING TO THE ARGUMENTS THAT NORMALLY WOULD TAKE PLACE OUT OF THE HEARING OF ANYONE AT A BENCH CONFERENCE.WHAT A MOTION IN LIMINE IS IS SIMPLY A DEVICE FOR THE CONVENIENCE OF THE COURT TO ADDRESS THESE ISSUES BEFORE WE ACTUALLY START THE PROCESS OF A JURY TRIAL. THESE ARE OBJECTIONS THAT WOULD NORMALLY BE HEARD AT THE BENCH, AND WITNESSES OF ANY SORT WOULD NOT BE PARTY TO LISTEN IN TO THOSE PROCEEDINGS; AND THAT'S THE ONLY CONCERN THAT WE HAVE, THAT THEIR TESTIMONY WILL NOT BE INFECTED.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"MR. UELMEN, LET ME ASK YOU THIS:DO YOU HAVE ANY STATUTORY OR CASE LAW AUTHORITY FOR THE PROPOSITION THAT THE COURT SHOULD OR CAN EXCLUDE INTERESTED MEMBERS OF THE PUBLIC FOR THE PURPOSES OF THIS TYPE OF IN LIMINE MOTION HEARING?
","JANUARY 11, 1995 ",9:05 A.M.
#MR. UELMEN: ,"WELL, YES, YOUR HONOR.WE WOULD RELY, FIRST OF ALL, ON 1102.6 I BELIEVE OF THE PENAL CODE, WHICH ADDRESSES SPECIFICALLY THE RIGHT OF VICTIMS TO BE PRESENT DURING A TRIAL, ASSUMING THAT THIS IS PART OF THE TRIAL. WE DO HAVE AN ON-GOING TRIAL HERE.AND THAT STATUTE DEFINES ""VICTIMS"" TO INCLUDE MEMBERS OF THE IMMEDIATE FAMILY AND ALLOWS THE DEFENSE TO INSIST THAT THEY WILL BE CALLED AS THE FIRST WITNESSES BEFORE ANY OTHER TESTIMONY IS HEARD.SO THAT IS A STATUTORY ATTEMPT TO ACCOMMODATE THE CONCERN THAT WE'RE EXPRESSING ABOUT WITNESSES HEARING TESTIMONY OF THOSE BEFORE THEM BEFORE THEY ARE PERMITTED TO TESTIFY, AND THEN OF COURSE WITHIN THE EVIDENCE CODE ITSELF, I BELIEVE IT IS SECTION 3 --
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"MAYBE 777?
","JANUARY 11, 1995 ",9:05 A.M.
#MR. UELMEN: ,"777. YES, YOUR HONOR.-- WITH RESPECT TO THE EXCLUSION OF WITNESSES.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"ALL RIGHT.MR. DARDEN, ANY RESPONSE TO THAT?
","JANUARY 11, 1995 ",9:05 A.M.
#MR. DARDEN: ,"YOUR HONOR, THE COURT HAS DISCRETION, I THINK, TO EXCLUDE WITNESSES OR TO ALLOW WITNESSES TO REMAIN, TO REMAIN IN COURT.AND I'M SURE THE COURT IS AWARE ALSO OF A RECENT CONSTITUTIONAL AMENDMENT TO THE PENAL CODE THAT GRANTS VICTIMS OF VIOLENT CRIME THE SAME RIGHTS AS DEFENDANTS AS IT RELATES TO THEIR RIGHTS TO BE PRESENT IN COURT. I THINK IT WOULD BE A GRAVE INJUSTICE, AN INSULT TO THE FAMILY TO EXCLUDE THEM FROM THIS HEARING OR ANY HEARING OR ANY PORTION OF THE TRIAL IN THIS MATTER.THEY HAVE A VESTED INTEREST AND EXTREME INTEREST IN THESE PROCEEDINGS AND THEY SHOULD BE ALLOWED TO STAY. WHO HAS A GREATER INTEREST? WHO HAS SUFFERED A GREATER LOSS THAN THE GOLDMAN FAMILY AND THE BROWN FAMILY?THE COURT HAS DISCRETION, AND WE WOULD URGE THE COURT TO ALLOW THE BROWN FAMILY TO REMAIN DURING THESE PROCEEDINGS.
","JANUARY 11, 1995 ",9:05 A.M.
#MR. UELMEN: ,"YOUR HONOR, I WANT TO OBJECT TO THE CHARACTERIZATION OF THIS MOTION AS INSULT TO ANY WITNESS. THIS IS A RULE THAT APPLIES TO EVERY WITNESS REGARDLESS OF WHAT INTEREST THEY HAVE IN THE CASE, AND IT IS NOT AN INSULT TO THAT WITNESS TO TELL THEM THAT THEY MAY NOT APPEAR IN THE COURTROOM UNTIL THEY HAVE TESTIFIED. THAT IS A STANDARD RULE TO PROTECT THE INTEGRITY OF THE PROCEEDINGS AND THE INTEGRITY OF THE TESTIMONY OF EVERY WITNESS, REGARDLESS OF WHAT INTEREST THEY HAVE IN THE CASE.
","JANUARY 11, 1995 ",9:05 A.M.
#MR. DARDEN: ,"WELL, IT IS AN INSULT. I'M OFFENDED BY IT AND I'M SURE THE VICTIMS' FAMILIES ARE OFFENDED BY THE REQUEST.THERE IS NO PREJUDICE THAT CAN ACCRUE TO THIS DEFENDANT BY HAVING THESE WITNESSES, THESE VICTIMS, THESE FAMILY MEMBERS REMAIN IN COURT DURING THESE PROCEEDINGS. THERE'S NO GOOD REASON TO EXCLUDE THEM.
","JANUARY 11, 1995 ",9:05 A.M.
#THE COURT: ,"ALL RIGHT.THANK YOU, COUNSEL.ALL RIGHT.EVIDENCE CODE SECTION 777 ALLOWS THE COURT TO EXCLUDE FROM THE COURTROOM ANY WITNESS NOT AT THE TIME UNDER EXAMINATION SO THAT SUCH WITNESS DOES NOT HEAR THE TESTIMONY OF OTHER WITNESSES. EXCLUSION OF WITNESSES PERTAINS TO THE ACTUAL TAKING OF TESTIMONY AND NOT ARGUMENT.THE MOTION TO EXCLUDE WILL BE DENIED AT THIS TIME.ALL RIGHT.MR. UELMEN.
","JANUARY 11, 1995 ",9:05 A.M.
